Result for strategy MACDStrategy
============================================================= BACKTESTING REPORT =============================================================
|        Pair |   Buys |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |   Avg Duration |   Wins |   Draws |   Losses |
|  AUDIO/USDT |    160 |          -0.54 |         -86.16 |           -86.247 |          -8.62 |        6:31:00 |    128 |       0 |       32 |
|    AVA/USDT |    114 |           0.74 |          84.40 |            84.487 |           8.45 |        4:25:00 |     97 |       0 |       17 |
|   AVAX/USDT |    122 |           0.42 |          51.54 |            51.590 |           5.16 |        5:00:00 |    107 |       0 |       15 |
|    AXS/USDT |    110 |           0.59 |          65.45 |            65.512 |           6.55 |        5:10:00 |     99 |       0 |       11 |
| BADGER/USDT |     29 |           1.28 |          37.15 |            37.185 |           3.72 |        3:19:00 |     28 |       0 |        1 |
|    BAL/USDT |    123 |          -0.29 |         -35.10 |           -35.135 |          -3.51 |        6:52:00 |     98 |       0 |       25 |
|   BAND/USDT |    209 |           0.15 |          31.54 |            31.573 |           3.16 |        6:46:00 |    172 |       0 |       37 |
|    BAT/USDT |    148 |          -0.20 |         -29.69 |           -29.717 |          -2.97 |        8:56:00 |    111 |       0 |       37 |
|    BCH/USDT |    134 |           0.05 |           7.33 |             7.337 |           0.73 |        9:05:00 |    102 |       0 |       32 |
|   BEAM/USDT |    249 |           0.60 |         149.37 |           149.514 |          14.95 |        5:32:00 |    212 |       0 |       37 |
|    BEL/USDT |    111 |          -0.43 |         -47.32 |           -47.364 |          -4.74 |        6:22:00 |     88 |       0 |       23 |
|    BLZ/USDT |    130 |          -0.34 |         -44.84 |           -44.881 |          -4.49 |        6:52:00 |    105 |       0 |       25 |
|    BNB/USDT |     95 |          -0.20 |         -19.23 |           -19.248 |          -1.92 |       10:35:00 |     65 |       0 |       30 |
|    BNT/USDT |    193 |           0.01 |           1.75 |             1.750 |           0.17 |        6:59:00 |    153 |       0 |       40 |
|    BTC/USDT |    112 |           0.09 |           9.96 |             9.973 |           1.00 |        9:54:00 |     76 |       0 |       36 |
|  BTCST/USDT |     67 |          -0.66 |         -44.14 |           -44.186 |          -4.42 |        7:30:00 |     58 |       0 |        9 |
|    BTS/USDT |    234 |           0.31 |          71.46 |            71.529 |           7.15 |        6:30:00 |    190 |       0 |       44 |
|    BTT/USDT |    181 |           0.32 |          58.82 |            58.880 |           5.89 |        7:48:00 |    140 |       0 |       41 |
|   BZRX/USDT |    108 |          -1.01 |        -109.30 |          -109.409 |         -10.94 |        6:20:00 |     82 |       0 |       26 |
|   CAKE/USDT |     15 |          -2.43 |         -36.40 |           -36.433 |          -3.64 |       13:18:00 |     11 |       0 |        4 |
|   CELO/USDT |     93 |           1.02 |          95.12 |            95.218 |           9.52 |        3:16:00 |     86 |       0 |        7 |
|   CELR/USDT |    246 |           0.43 |         105.15 |           105.258 |          10.53 |        6:05:00 |    203 |       0 |       43 |
|    CHR/USDT |    226 |           0.36 |          80.82 |            80.904 |           8.09 |        5:14:00 |    195 |       0 |       31 |
|    CHZ/USDT |    219 |           0.51 |         110.71 |           110.818 |          11.08 |        6:49:00 |    185 |       0 |       34 |
|    CKB/USDT |     53 |           0.23 |          12.28 |            12.290 |           1.23 |        4:48:00 |     46 |       0 |        7 |
|   COMP/USDT |    139 |           0.31 |          42.53 |            42.571 |           4.26 |        5:59:00 |    117 |       0 |       22 |
|    COS/USDT |    296 |           0.56 |         164.84 |           165.005 |          16.50 |        5:23:00 |    248 |       0 |       48 |
|   COTI/USDT |    227 |           0.45 |         103.08 |           103.180 |          10.32 |        5:34:00 |    196 |       0 |       31 |
|    CRV/USDT |    110 |          -0.06 |          -6.16 |            -6.165 |          -0.62 |        5:18:00 |     96 |       0 |       14 |
|    CTK/USDT |     85 |           0.64 |          54.71 |            54.765 |           5.48 |        5:49:00 |     75 |       0 |       10 |
|   CTSI/USDT |    242 |           0.42 |         101.85 |           101.949 |          10.19 |        5:22:00 |    208 |       0 |       34 |
|   CTXC/USDT |    251 |           0.01 |           1.59 |             1.592 |           0.16 |        6:51:00 |    197 |       0 |       54 |
|    CVC/USDT |    199 |           0.09 |          18.03 |            18.052 |           1.81 |        7:31:00 |    158 |       0 |       41 |
|   DASH/USDT |    135 |           0.19 |          26.21 |            26.234 |           2.62 |        7:59:00 |    110 |       0 |       25 |
|   DATA/USDT |    220 |          -0.22 |         -49.43 |           -49.479 |          -4.95 |        8:18:00 |    162 |       0 |       58 |
|    DCR/USDT |    177 |           0.16 |          28.09 |            28.117 |           2.81 |        6:23:00 |    137 |       0 |       40 |
|   DEGO/USDT |     16 |           2.15 |          34.39 |            34.428 |           3.44 |        3:52:00 |     16 |       0 |        0 |
|   DENT/USDT |    274 |           0.52 |         141.23 |           141.369 |          14.14 |        5:39:00 |    231 |       0 |       43 |
|    DGB/USDT |    172 |           0.26 |          44.99 |            45.035 |           4.50 |        6:26:00 |    145 |       0 |       27 |
|    DIA/USDT |    104 |           0.54 |          55.81 |            55.865 |           5.59 |        5:47:00 |     90 |       0 |       14 |
|    DNT/USDT |    124 |           0.58 |          71.38 |            71.451 |           7.15 |        4:05:00 |    111 |       0 |       13 |
|   DOCK/USDT |    229 |           0.44 |         100.67 |           100.771 |          10.08 |        5:47:00 |    195 |       0 |       34 |
|   DODO/USDT |     10 |          -2.33 |         -23.25 |           -23.276 |          -2.33 |       15:26:00 |      6 |       0 |        4 |
|   DOGE/USDT |    197 |          -0.07 |         -12.83 |           -12.840 |          -1.28 |        9:46:00 |    141 |       0 |       56 |
|    DOT/USDT |     82 |           0.36 |          29.44 |            29.465 |           2.95 |        6:02:00 |     71 |       0 |       11 |
|   DREP/USDT |    284 |           0.52 |         146.90 |           147.050 |          14.71 |        5:15:00 |    241 |       0 |       43 |
