Result for strategy ADX_15M_USDT
=============================================================== BACKTESTING REPORT ==============================================================
|        Pair |   Buys |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |      Avg Duration |   Wins |   Draws |   Losses |
|    TRB/USDT |     33 |           0.80 |          26.40 |            26.425 |           2.64 |           7:33:00 |     20 |       8 |        5 |
|   TROY/USDT |     92 |           0.81 |          74.80 |            74.875 |           7.49 |          14:42:00 |     53 |      30 |        9 |
|    TRU/USDT |     18 |          -0.05 |          -0.90 |            -0.902 |          -0.09 |           8:53:00 |     11 |       3 |        4 |
|    TRX/USDT |     40 |           0.47 |          18.80 |            18.816 |           1.88 |          19:31:00 |     20 |      18 |        2 |
|    TWT/USDT |     15 |          -0.40 |          -5.93 |            -5.934 |          -0.59 |          15:43:00 |      7 |       5 |        3 |
|    UMA/USDT |     31 |           0.62 |          19.24 |            19.258 |           1.93 |          13:43:00 |     19 |       9 |        3 |
|   UNFI/USDT |     31 |          -0.62 |         -19.22 |           -19.242 |          -1.92 |          10:14:00 |     15 |      10 |        6 |
|    UNI/USDT |     25 |           1.09 |          27.26 |            27.292 |           2.73 |          12:45:00 |     16 |       6 |        3 |
|    UTK/USDT |     31 |          -0.61 |         -18.80 |           -18.823 |          -1.88 |           7:18:00 |     19 |       5 |        7 |
|    VET/USDT |     50 |           0.26 |          13.16 |            13.170 |           1.32 |          16:56:00 |     22 |      23 |        5 |
|   VITE/USDT |     82 |           0.47 |          38.80 |            38.843 |           3.88 |          12:42:00 |     52 |      21 |        9 |
|   VTHO/USDT |     56 |           1.16 |          64.88 |            64.948 |           6.49 |          11:40:00 |     31 |      22 |        3 |
|    WAN/USDT |     56 |           0.32 |          18.12 |            18.136 |           1.81 |          11:15:00 |     29 |      22 |        5 |
|  WAVES/USDT |     49 |          -0.02 |          -0.97 |            -0.974 |          -0.10 |          18:28:00 |     23 |      21 |        5 |
|    WIN/USDT |     86 |           0.87 |          74.89 |            74.965 |           7.50 |          12:03:00 |     47 |      36 |        3 |
|   WING/USDT |     28 |           1.84 |          51.45 |            51.499 |           5.15 |           6:22:00 |     20 |       5 |        3 |
|   WNXM/USDT |     27 |          -0.05 |          -1.37 |            -1.372 |          -0.14 |          11:33:00 |     14 |       9 |        4 |
|    WRX/USDT |     60 |           0.78 |          46.86 |            46.903 |           4.69 |          22:44:00 |     28 |      29 |        3 |
|    WTC/USDT |     51 |          -0.03 |          -1.40 |            -1.401 |          -0.14 |          15:34:00 |     28 |      18 |        5 |
|    XEM/USDT |     25 |          -0.05 |          -1.18 |            -1.176 |          -0.12 |           9:10:00 |     15 |       6 |        4 |
|    XLM/USDT |     46 |           0.89 |          41.16 |            41.204 |           4.12 |          23:05:00 |     24 |      20 |        2 |
|    XMR/USDT |     64 |           0.24 |          15.66 |            15.677 |           1.57 |          13:54:00 |     25 |      36 |        3 |
|    XRP/USDT |     40 |          -0.06 |          -2.57 |            -2.569 |          -0.26 |          17:44:00 |     19 |      17 |        4 |
|    XTZ/USDT |     48 |           0.36 |          17.08 |            17.093 |           1.71 |          16:20:00 |     19 |      25 |        4 |
|    XVS/USDT |     38 |           2.73 |         103.81 |           103.912 |          10.39 |          10:36:00 |     27 |       8 |        3 |
|    YFI/USDT |     36 |          -1.86 |         -66.79 |           -66.852 |          -6.69 |          17:55:00 |     17 |      10 |        9 |
|   YFII/USDT |     20 |           0.38 |           7.65 |             7.660 |           0.77 |           8:35:00 |     12 |       5 |        3 |
