Result for strategy BinHV27
============================================================= BACKTESTING REPORT =============================================================
|        Pair |   Buys |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |   Avg Duration |   Wins |   Draws |   Losses |
|    SUN/USDT |     85 |          -0.01 |          -0.50 |            -0.500 |          -0.05 |        4:29:00 |     49 |       0 |       36 |
|  SUPER/USDT |      0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |      0 |       0 |        0 |
|   SUSD/USDT |     71 |           0.18 |          12.52 |            12.528 |           1.25 |        1:38:00 |     50 |       0 |       21 |
|  SUSHI/USDT |     81 |          -0.65 |         -52.52 |           -52.573 |          -5.26 |        4:58:00 |     47 |       0 |       34 |
|    SXP/USDT |     67 |           0.91 |          60.84 |            60.905 |           6.09 |        4:43:00 |     43 |       0 |       24 |
|    TCT/USDT |    256 |           0.40 |         103.18 |           103.287 |          10.33 |        3:13:00 |    179 |       0 |       77 |
|  TFUEL/USDT |    159 |           0.77 |         122.33 |           122.452 |          12.25 |        3:32:00 |    108 |       0 |       51 |
|  THETA/USDT |    108 |           0.57 |          61.49 |            61.548 |           6.15 |        5:17:00 |     64 |       0 |       44 |
|   TOMO/USDT |    104 |           0.41 |          42.71 |            42.756 |           4.28 |        4:21:00 |     69 |       0 |       35 |
|    TRB/USDT |     54 |           0.20 |          11.05 |            11.064 |           1.11 |        4:53:00 |     32 |       0 |       22 |
|   TROY/USDT |    151 |           0.49 |          73.78 |            73.852 |           7.39 |        3:53:00 |    102 |       0 |       49 |
|    TRU/USDT |     19 |           0.56 |          10.58 |            10.591 |           1.06 |        5:58:00 |     12 |       0 |        7 |
|    TRX/USDT |     80 |           0.42 |          33.56 |            33.597 |           3.36 |        4:44:00 |     57 |       0 |       23 |
|    TWT/USDT |     13 |           1.05 |          13.66 |            13.670 |           1.37 |        4:17:00 |      9 |       0 |        4 |
|    UMA/USDT |     84 |           0.25 |          21.15 |            21.174 |           2.12 |        4:21:00 |     45 |       0 |       39 |
|   UNFI/USDT |     40 |           0.77 |          30.68 |            30.707 |           3.07 |        4:52:00 |     26 |       0 |       14 |
|    UNI/USDT |     41 |          -0.26 |         -10.79 |           -10.805 |          -1.08 |        5:00:00 |     26 |       0 |       15 |
|    UTK/USDT |     55 |           0.00 |           0.03 |             0.031 |           0.00 |        5:18:00 |     35 |       0 |       20 |
|    VET/USDT |     89 |           0.05 |           4.03 |             4.030 |           0.40 |        5:18:00 |     49 |       0 |       40 |
|   VITE/USDT |    219 |           0.11 |          25.18 |            25.201 |           2.52 |        3:34:00 |    147 |       0 |       72 |
|   VTHO/USDT |     57 |           1.29 |          73.26 |            73.331 |           7.33 |        3:36:00 |     41 |       0 |       16 |
|    WAN/USDT |    126 |           0.10 |          12.01 |            12.021 |           1.20 |        4:57:00 |     70 |       0 |       56 |
|  WAVES/USDT |     89 |           0.25 |          22.07 |            22.090 |           2.21 |        4:26:00 |     59 |       0 |       30 |
|    WIN/USDT |    124 |           0.18 |          22.65 |            22.668 |           2.27 |        4:36:00 |     76 |       0 |       48 |
|   WING/USDT |     48 |           0.14 |           6.54 |             6.549 |           0.65 |        4:10:00 |     30 |       0 |       18 |
|   WNXM/USDT |     75 |           0.21 |          15.48 |            15.498 |           1.55 |        4:29:00 |     46 |       0 |       29 |
|    WRX/USDT |     83 |          -0.17 |         -14.41 |           -14.422 |          -1.44 |        5:02:00 |     47 |       0 |       36 |
|    WTC/USDT |    133 |           0.52 |          69.50 |            69.574 |           6.96 |        3:48:00 |     87 |       0 |       46 |
|    XEM/USDT |     33 |           0.94 |          30.88 |            30.914 |           3.09 |        3:36:00 |     26 |       0 |        7 |
|    XLM/USDT |     89 |           0.15 |          13.34 |            13.351 |           1.34 |        4:25:00 |     56 |       0 |       33 |
|    XMR/USDT |     95 |          -0.17 |         -15.88 |           -15.899 |          -1.59 |        5:15:00 |     50 |       0 |       45 |
|    XRP/USDT |     59 |           0.31 |          18.36 |            18.379 |           1.84 |        5:40:00 |     33 |       0 |       26 |
|    XTZ/USDT |     80 |           0.30 |          24.30 |            24.325 |           2.43 |        4:28:00 |     55 |       0 |       25 |
|    XVS/USDT |     52 |           0.81 |          41.87 |            41.907 |           4.19 |        4:18:00 |     33 |       0 |       19 |
