Result for strategy BbandRsi
=============================================================== BACKTESTING REPORT ==============================================================
|        Pair |   Buys |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |      Avg Duration |   Wins |   Draws |   Losses |
|    ZRX/USDT |      5 |          -5.29 |         -26.45 |           -26.472 |          -2.65 |  5 days, 20:24:00 |      2 |       0 |        3 |
|       TOTAL |   1544 |           2.44 |        3763.44 |          3767.206 |         376.72 |   3 days, 6:15:00 |   1141 |       0 |      403 |
====================================================== SELL REASON STATS =======================================================
|   Sell Reason |   Sells |   Wins |   Draws |   Losses |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |
|---------------+---------+--------+---------+----------+----------------+----------------+-------------------+----------------|
|           roi |     727 |    727 |       0 |        0 |           9.99 |        7262.74 |          7270     |         290.51 |
|   sell_signal |     631 |    411 |       0 |      220 |           1.22 |         766.89 |           767.653 |          30.68 |
|     stop_loss |     163 |      0 |       0 |      163 |         -25.15 |       -4099.43 |         -4103.52  |        -163.98 |
|    force_sell |      23 |      3 |       0 |       20 |          -7.25 |        -166.75 |          -166.922 |          -6.67 |
=========================================================== LEFT OPEN TRADES REPORT ============================================================
