Result for strategy AverageStrategy
============================================================== BACKTESTING REPORT ==============================================================
|        Pair |   Buys |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |     Avg Duration |   Wins |   Draws |   Losses |
|   BEAM/USDT |     20 |           5.40 |         107.97 |           108.075 |          10.81 | 2 days, 22:12:00 |      5 |       0 |       15 |
|    BEL/USDT |      7 |           2.52 |          17.64 |            17.654 |           1.77 | 2 days, 11:26:00 |      3 |       0 |        4 |
|    BLZ/USDT |     12 |           7.33 |          88.02 |            88.104 |           8.81 | 2 days, 17:20:00 |      3 |       0 |        9 |
|    BNB/USDT |     12 |           3.90 |          46.79 |            46.836 |           4.68 |  3 days, 4:00:00 |      4 |       0 |        8 |
|    BNT/USDT |     13 |          -0.11 |          -1.46 |            -1.463 |          -0.15 | 2 days, 23:05:00 |      3 |       0 |       10 |
|    BTC/USDT |     11 |          12.50 |         137.45 |           137.584 |          13.76 | 7 days, 19:38:00 |      6 |       0 |        5 |
|  BTCST/USDT |      2 |          -0.79 |          -1.57 |            -1.574 |          -0.16 |  1 day, 16:00:00 |      1 |       0 |        1 |
|    BTS/USDT |      8 |          -2.22 |         -17.78 |           -17.800 |          -1.78 | 3 days, 23:30:00 |      3 |       0 |        5 |
|    BTT/USDT |     15 |           7.21 |         108.21 |           108.314 |          10.83 | 3 days, 17:52:00 |      6 |       0 |        9 |
|   BZRX/USDT |      9 |          -1.14 |         -10.26 |           -10.266 |          -1.03 |  1 day, 19:07:00 |      3 |       0 |        6 |
|   CAKE/USDT |      2 |           7.61 |          15.22 |            15.233 |           1.52 |  2 days, 4:00:00 |      1 |       0 |        1 |
|   CELO/USDT |      1 |           4.72 |           4.72 |             4.729 |           0.47 |  5 days, 0:00:00 |      1 |       0 |        0 |
|   CELR/USDT |      7 |          13.35 |          93.45 |            93.541 |           9.35 |  4 days, 2:17:00 |      5 |       0 |        2 |
|    CHR/USDT |      8 |          -5.45 |         -43.59 |           -43.631 |          -4.36 |  1 day, 20:00:00 |      1 |       0 |        7 |
|    CHZ/USDT |     10 |           9.26 |          92.55 |            92.644 |           9.26 |  3 days, 6:00:00 |      3 |       0 |        7 |
|    CKB/USDT |      4 |           7.51 |          30.02 |            30.053 |           3.01 | 2 days, 14:00:00 |      1 |       0 |        3 |
|   COMP/USDT |      6 |           3.30 |          19.82 |            19.840 |           1.98 | 2 days, 23:20:00 |      2 |       0 |        4 |
|    COS/USDT |      7 |           0.45 |           3.16 |             3.160 |           0.32 |  4 days, 3:26:00 |      3 |       0 |        4 |
|   COTI/USDT |      7 |           5.51 |          38.57 |            38.606 |           3.86 |  4 days, 6:17:00 |      2 |       0 |        5 |
|    CRV/USDT |      7 |           8.88 |          62.15 |            62.215 |           6.22 |  3 days, 8:34:00 |      3 |       0 |        4 |
|    CTK/USDT |      3 |          14.37 |          43.11 |            43.154 |           4.32 |  3 days, 8:00:00 |      1 |       0 |        2 |
|   CTSI/USDT |     11 |          -0.19 |          -2.11 |            -2.114 |          -0.21 |  1 day, 19:38:00 |      2 |       0 |        9 |
|   CTXC/USDT |     12 |          -2.16 |         -25.97 |           -25.998 |          -2.60 |  3 days, 2:00:00 |      3 |       0 |        9 |
|    CVC/USDT |     13 |           1.84 |          23.98 |            24.001 |           2.40 |  2 days, 6:28:00 |      2 |       0 |       11 |
|   DASH/USDT |     11 |           1.49 |          16.41 |            16.424 |           1.64 |  3 days, 0:00:00 |      1 |       0 |       10 |
|   DATA/USDT |     14 |           3.54 |          49.57 |            49.619 |           4.96 | 2 days, 15:43:00 |      4 |       0 |       10 |
|    DCR/USDT |     15 |           1.78 |          26.68 |            26.704 |           2.67 | 2 days, 20:48:00 |      4 |       0 |       11 |
|   DEGO/USDT |      1 |         -11.15 |         -11.15 |           -11.156 |          -1.12 |   1 day, 0:00:00 |      0 |       0 |        1 |
|   DENT/USDT |     14 |           6.22 |          87.04 |            87.130 |           8.71 |  1 day, 21:43:00 |      3 |       0 |       11 |
|    DGB/USDT |     12 |          -3.09 |         -37.03 |           -37.063 |          -3.71 |  1 day, 23:20:00 |      1 |       0 |       11 |
|    DIA/USDT |      7 |           1.04 |           7.26 |             7.264 |           0.73 |  2 days, 6:51:00 |      2 |       0 |        5 |
|    DNT/USDT |      8 |          -0.25 |          -2.01 |            -2.015 |          -0.20 |  2 days, 0:30:00 |      1 |       0 |        7 |
|   DOCK/USDT |     16 |          10.04 |         160.56 |           160.724 |          16.07 | 2 days, 22:45:00 |      7 |       0 |        9 |
|   DODO/USDT |      2 |          -3.55 |          -7.10 |            -7.105 |          -0.71 |         20:00:00 |      0 |       0 |        2 |
|   DOGE/USDT |     15 |           7.28 |         109.18 |           109.284 |          10.93 |  2 days, 2:08:00 |      5 |       0 |       10 |
|    DOT/USDT |      5 |           7.89 |          39.44 |            39.482 |           3.95 |  3 days, 3:12:00 |      2 |       0 |        3 |
|   DREP/USDT |     13 |           4.43 |          57.63 |            57.688 |           5.77 | 3 days, 23:42:00 |      7 |       0 |        6 |
|   DUSK/USDT |      9 |           1.16 |          10.47 |            10.482 |           1.05 | 2 days, 10:40:00 |      3 |       0 |        6 |
|   EGLD/USDT |      9 |           8.89 |          79.99 |            80.069 |           8.01 |  3 days, 0:27:00 |      4 |       0 |        5 |
|    ENJ/USDT |     16 |          -0.16 |          -2.62 |            -2.626 |          -0.26 | 2 days, 18:15:00 |      6 |       0 |       10 |
|    EOS/USDT |      7 |          -1.39 |          -9.70 |            -9.705 |          -0.97 | 2 days, 12:00:00 |      1 |       0 |        6 |
|    ETC/USDT |      8 |          -2.43 |         -19.47 |           -19.491 |          -1.95 |         20:00:00 |      0 |       0 |        8 |
|    ETH/USDT |      9 |          -1.56 |         -14.08 |           -14.095 |          -1.41 |  3 days, 4:27:00 |      2 |       0 |        7 |
|    FET/USDT |     12 |           9.72 |         116.59 |           116.710 |          11.67 | 4 days, 12:40:00 |      7 |       0 |        5 |
|    FIL/USDT |      4 |           0.72 |           2.89 |             2.892 |           0.29 | 2 days, 21:00:00 |      1 |       0 |        3 |
|    FIO/USDT |      9 |          12.72 |         114.44 |           114.550 |          11.45 |  1 day, 10:40:00 |      4 |       0 |        5 |
|   FIRO/USDT |      1 |          -6.17 |          -6.17 |            -6.178 |          -0.62 |   1 day, 8:00:00 |      0 |       0 |        1 |
|    FIS/USDT |      0 |           0.00 |           0.00 |             0.000 |           0.00 |             0:00 |      0 |       0 |        0 |
|    FLM/USDT |      9 |          -3.17 |         -28.57 |           -28.603 |          -2.86 | 2 days, 16:00:00 |      2 |       0 |        7 |
|    FTM/USDT |     11 |          -1.80 |         -19.77 |           -19.789 |          -1.98 |  3 days, 8:22:00 |      4 |       0 |        7 |
|    FTT/USDT |      8 |           4.56 |          36.46 |            36.495 |           3.65 | 2 days, 19:00:00 |      4 |       0 |        4 |
|    FUN/USDT |     21 |           0.41 |           8.53 |             8.535 |           0.85 |  3 days, 4:11:00 |      7 |       0 |       14 |
|    GRT/USDT |      2 |         -13.70 |         -27.41 |           -27.435 |          -2.74 |  1 day, 12:00:00 |      0 |       0 |        2 |
|    GTO/USDT |     14 |           0.32 |           4.48 |             4.482 |           0.45 | 3 days, 10:00:00 |      4 |       0 |       10 |
|    GXS/USDT |     11 |           8.46 |          93.04 |            93.135 |           9.31 |  3 days, 1:27:00 |      4 |       0 |        7 |
|   HARD/USDT |      7 |          11.90 |          83.33 |            83.415 |           8.34 | 2 days, 21:09:00 |      3 |       0 |        4 |
|   HBAR/USDT |     12 |          12.47 |         149.63 |           149.775 |          14.98 | 3 days, 16:00:00 |      6 |       0 |        6 |
|   HIVE/USDT |     12 |          -1.31 |         -15.72 |           -15.739 |          -1.57 | 2 days, 16:00:00 |      3 |       0 |        9 |
|    HNT/USDT |      2 |          -5.71 |         -11.42 |           -11.436 |          -1.14 |  1 day, 14:00:00 |      0 |       0 |        2 |
|    HOT/USDT |     14 |           1.29 |          18.10 |            18.122 |           1.81 |  3 days, 2:17:00 |      4 |       0 |       10 |
|    ICX/USDT |      7 |          -4.56 |         -31.89 |           -31.925 |          -3.19 |  1 day, 12:00:00 |      0 |       0 |        7 |
|    INJ/USDT |      6 |          23.34 |         140.03 |           140.168 |          14.02 |  3 days, 0:00:00 |      4 |       0 |        2 |
|   IOST/USDT |     11 |          17.16 |         188.75 |           188.940 |          18.89 | 3 days, 21:27:00 |      6 |       0 |        5 |
